model,precision,agent,category,correct,total,accuracy
Qwen3.5-27B,NF4 4-bit,Feedback,Humanities/Social Science,5,64,0.078125
Qwen3.5-27B,NF4 4-bit,Feedback,Math,0,216,0.0
Qwen3.5-27B,NF4 4-bit,Feedback,Other,0,36,0.0
Qwen3.5-27B,NF4 4-bit,Feedback,Physics,1,27,0.037037037037037035
Qwen3.5-27B,NF4 4-bit,Tool,Biology/Medicine,4,62,0.06451612903225806
Qwen3.5-27B,NF4 4-bit,Tool,Chemistry,1,21,0.047619047619047616
Qwen3.5-27B,NF4 4-bit,Tool,Computer Science/AI,4,64,0.0625
Qwen3.5-27B,NF4 4-bit,Tool,Engineering,1,10,0.1
Qwen3.5-27B,NF4 4-bit,Tool,Humanities/Social Science,6,64,0.09375
Qwen3.5-27B,NF4 4-bit,Tool,Math,15,216,0.06944444444444445
Qwen3.5-27B,NF4 4-bit,Tool,Other,2,36,0.05555555555555555
Qwen3.5-27B,NF4 4-bit,Tool,Physics,1,27,0.037037037037037035
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Biology/Medicine,7,62,0.11290322580645161
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Chemistry,1,21,0.047619047619047616
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Computer Science/AI,4,64,0.0625
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Engineering,1,10,0.1
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Humanities/Social Science,7,64,0.109375
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Math,11,216,0.05092592592592592
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Other,3,36,0.08333333333333333
Qwen3.5-27B,NF4 4-bit,Oracle Feedback,Physics,2,27,0.07407407407407407
